    1    0.1291666667E+01    0.0000000000E+00    0.1161139353E+00   -0.1093537731E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.2672482664E-13    0.2672482664E-13    0.9999992975E+00    0.9999992975E+00
    1    0.1550000000E+01    0.0000000000E+00    0.1161139353E+00   -0.1761196787E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.5221563918E-15    0.5221563918E-15    0.9999993667E+00    0.9999993667E+00
    1    0.1808333333E+01    0.0000000000E+00    0.1161139353E+00   -0.2328453075E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1919179972E-14    0.1919179972E-14    0.9999993330E+00    0.9999993330E+00
    2    0.1808333333E+01    0.0000000000E+00    0.1161139353E+00   -0.2320852578E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1453030995E-17    0.1453030995E-17    0.9999993450E+00    0.9999993450E+00
    1    0.2066666667E+01    0.0000000000E+00    0.1161139353E+00   -0.2863991761E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.3581560393E-14    0.3581560393E-14    0.9999992657E+00    0.9999992657E+00
    2    0.2066666667E+01    0.0000000000E+00    0.1161139353E+00   -0.2778541959E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.3111695338E-16    0.3111695338E-16    0.9999994353E+00    0.9999994353E+00
    1    0.2325000000E+01    0.0000000000E+00    0.1161139353E+00   -0.3392947820E+00    0.0000000000E+00    0.1161139353E+00   -0.3392947820E+00    0.6174604232E-11    0.2131630756E+01   -0.6701044897E+01    0.1263896495E-14    0.1263896495E-14    0.9999991750E+00    0.9999991750E+00
    2    0.2325000000E+01    0.0000000000E+00    0.1161139353E+00   -0.3160580285E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.8014155348E-16    0.8014155348E-16    0.9999994355E+00    0.9999994355E+00
    1    0.2583333333E+01    0.0000000000E+00    0.1161139353E+00   -0.3930805687E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.6838142534E-16    0.6838142534E-16    0.9999990594E+00    0.9999990594E+00
    2    0.2583333333E+01    0.0000000000E+00    0.1161139353E+00   -0.3513445662E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.4886907478E-16    0.4886907478E-16    0.9999994066E+00    0.9999994066E+00
