  0.1000000000000000E-05  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  0.6673611111111109E-01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.9799593787464721E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.2565869782674475E-13  0.0000000000000000E+00  0.0000000000000000E+00  0.9799595849248375E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  0.2669444444444444E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.4257197065233502E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.7035255320735595E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.4257211406783797E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  0.6006250000000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.3551769775031672E-12  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.2849193809686311E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.5311254740103530E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.2849194446671153E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.3551751116127434E-12  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  0.1067777777777777E+01  0.4267603947190759E-13  0.0000000000000000E+00  0.0000000000000000E+00  0.4764516827091710E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.4267602548167985E-13  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.1014068583997940E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.2962484540862940E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.1014061716460204E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.4267600838746887E-13  0.0000000000000000E+00  0.0000000000000000E+00  0.4764528166662281E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.4267601978784703E-13
  0.1668402777777777E+01  0.8935596136852456E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.1296737006078813E-15  0.0000000000000000E+00  0.0000000000000000E+00  0.8935589886124011E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.1975833548692343E-12  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.5111324927930073E-18  0.0000000000000000E+00  0.2672482059329416E-13  0.2322042434893907E-14  0.2672482663790125E-13  0.0000000000000000E+00  0.5111172728784870E-18  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.1975832984690327E-12  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.8935596200457448E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.1296725516860640E-15  0.0000000000000000E+00  0.0000000000000000E+00  0.8935597106743762E-14
  0.2402500000000000E+01  0.1385018671491463E-14  0.0000000000000000E+00  0.1043185864314169E-12  0.1757541461461293E-13  0.1043186045205211E-12  0.0000000000000000E+00  0.1385017938835552E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.3505913839684191E-12  0.0000000000000000E+00  0.0000000000000000E+00  0.3256107803472565E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.3505914087357658E-12  0.1414439767971872E-12  0.0000000000000000E+00  0.5221558950397815E-15  0.4120785108583789E-14  0.5221563917702916E-15  0.0000000000000000E+00  0.1414440377702519E-12  0.3505913748060302E-12  0.0000000000000000E+00  0.0000000000000000E+00  0.3256118291682895E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.3505913865743149E-12  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.1385018046322535E-14  0.0000000000000000E+00  0.1043186933432533E-12  0.1757541684231911E-13  0.1043185814124153E-12  0.0000000000000000E+00  0.1385017993089645E-14
  0.3270069444444445E+01  0.7804415826099329E-15  0.0000000000000000E+00  0.1735161781140116E-11  0.5407668030511959E-14  0.1735161680385101E-11  0.0000000000000000E+00  0.7805289584287232E-15  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.4229097990129028E-11  0.0000000000000000E+00  0.0000000000000000E+00  0.3065480859523435E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.4229098205810143E-11  0.8331583238681016E-14  0.9575609234569896E-12  0.1920632003934485E-14  0.5445083367795556E-14  0.1920633002853014E-14  0.9575562827258840E-12  0.8331575968141487E-14  0.4229097927253851E-11  0.0000000000000000E+00  0.0000000000000000E+00  0.3065517253139120E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.4229098129629332E-11  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.7805563679737130E-15  0.0000000000000000E+00  0.1735161446313011E-11  0.5407684062515076E-14  0.1735161767521964E-11  0.0000000000000000E+00  0.7805052310462999E-15
  0.4271111111111110E+01  0.3416909067388523E-12  0.9788960424167752E-12  0.8915767607197028E-15  0.3447002523292365E-14  0.8914606303856936E-15  0.9788957982580705E-12  0.3416909921674537E-12  0.2660301634083601E-10  0.0000000000000000E+00  0.0000000000000000E+00  0.1690997801751409E-15  0.0000000000000000E+00  0.0000000000000000E+00  0.2660301443492219E-10  0.1933013871899093E-14  0.0000000000000000E+00  0.2810611359567718E-12  0.6558707679123953E-14  0.2810611270832806E-12  0.0000000000000000E+00  0.1933011885993016E-14  0.3115963857472155E-14  0.7202210888374259E-15  0.3612682058918247E-14  0.3532300168578825E-14  0.3612677346587161E-14  0.7202227541029298E-15  0.3115963258335290E-14  0.1933011523955966E-14  0.0000000000000000E+00  0.2810611320938315E-12  0.6558680892902002E-14  0.2810611345925849E-12  0.0000000000000000E+00  0.1933011515146058E-14  0.2660301247703867E-10  0.0000000000000000E+00  0.0000000000000000E+00  0.1690996974328333E-15  0.0000000000000000E+00  0.0000000000000000E+00  0.2660301053363756E-10  0.3416909406927391E-12  0.9788959200950664E-12  0.8916361079262083E-15  0.3446983224672002E-14  0.8915557746128216E-15  0.9788957991139615E-12  0.3416908921369780E-12
  0.5405624999999999E+01  0.1612108161997992E-13  0.9801778027529953E-16  0.3009903494750526E-14  0.2606956032766840E-14  0.3009902459404505E-14  0.9801876150689484E-16  0.1612175697587240E-13  0.2433203421429408E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.1722187877158004E-11  0.0000000000000000E+00  0.0000000000000000E+00  0.2433202220226890E-14  0.4937175570454091E-14  0.0000000000000000E+00  0.4956817562455285E-11  0.1955205087526828E-14  0.4956817832366672E-11  0.0000000000000000E+00  0.4937158453662890E-14  0.3403222675792748E-14  0.5685448476358478E-12  0.1344000872483356E-14  0.4021530869899384E-15  0.1344038048369442E-14  0.5685448529411539E-12  0.3403223538862678E-14  0.4937167901440810E-14  0.0000000000000000E+00  0.4956817441046991E-11  0.1955207637088708E-14  0.4956817689507278E-11  0.0000000000000000E+00  0.4937096445077743E-14  0.2433197872630494E-14  0.0000000000000000E+00  0.0000000000000000E+00  0.1722187848343183E-11  0.0000000000000000E+00  0.0000000000000000E+00  0.2433200760360765E-14  0.1612131907860288E-13  0.9801817645809867E-16  0.3009901564429340E-14  0.2606756298550549E-14  0.3009902100125030E-14  0.9801850051354680E-16  0.1612082113242879E-13
