    1    0.1033333333E+01   -0.4644557413E+00    0.4644557413E+00    0.6003871631E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999994124E+00    0.9999994124E+00    0.1000000000E+01
    1    0.1291666667E+01   -0.4644557413E+00    0.4644557413E+00    0.1820351216E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999994099E+00    0.9999994099E+00    0.1000000000E+01
    2    0.1291666667E+01   -0.4644557413E+00    0.4644557413E+00    0.1163531053E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999995545E+00    0.9999995545E+00    0.1000000000E+01
    1    0.1550000000E+01   -0.4644557413E+00    0.4644557413E+00    0.2366187026E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999994913E+00    0.9999994913E+00    0.1000000000E+01
    2    0.1550000000E+01   -0.4644557413E+00    0.4644557413E+00    0.1622336279E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999995400E+00    0.9999995400E+00    0.1000000000E+01
    1    0.1808333333E+01   -0.4644557413E+00    0.4644557413E+00    0.2819036891E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999994709E+00    0.9999994709E+00    0.1000000000E+01
    2    0.1808333333E+01   -0.4644557413E+00    0.4644557413E+00    0.2044088208E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999994946E+00    0.9999994946E+00    0.1000000000E+01
    1    0.2066666667E+01   -0.4644557413E+00    0.4644557413E+00    0.2118174211E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999986495E+00    0.9999986495E+00    0.1000000000E+01
    2    0.2066666667E+01   -0.4644557413E+00    0.4644557413E+00    0.2454266659E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999994316E+00    0.9999994316E+00    0.1000000000E+01
    3    0.2066666667E+01   -0.4644557413E+00    0.4644557413E+00    0.3241630500E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999993218E+00    0.9999993218E+00    0.1000000000E+01
    1    0.2325000000E+01   -0.4644557413E+00    0.4644557413E+00    0.7543706817E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999994138E+00    0.9999994138E+00    0.1000000000E+01
    2    0.2325000000E+01   -0.4644557413E+00    0.4644557413E+00    0.2864675441E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999993577E+00    0.9999993577E+00    0.1000000000E+01
    3    0.2325000000E+01   -0.4644557413E+00    0.4644557413E+00    0.3654521273E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999993272E+00    0.9999993272E+00    0.1000000000E+01
    1    0.2583333333E+01   -0.4644557413E+00    0.4644557413E+00    0.1114769733E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999994508E+00    0.9999994508E+00    0.1000000000E+01
    2    0.2583333333E+01   -0.4644557413E+00    0.4644557413E+00    0.3283685531E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999992673E+00    0.9999992673E+00    0.1000000000E+01
    3    0.2583333333E+01   -0.4644557413E+00    0.4644557413E+00    0.4068840813E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999992565E+00    0.9999992565E+00    0.1000000000E+01
    1    0.2841666667E+01   -0.4644557413E+00    0.4644557413E+00    0.1433312787E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999994349E+00    0.9999994349E+00    0.1000000000E+01
    2    0.2841666667E+01   -0.4644557413E+00    0.4644557413E+00    0.3719418925E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.9999991561E+00    0.9999991561E+00    0.1000000000E+01
